Artist,Song,Year,album_id,Album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genres
Sam Smith,Lay Me Down,2015,0f8RtEC5UUqMX2cveYlylg,In The Lonely Hour (Drowning Shadows Edition),2015-11-06,0.464,0.194,4,-10.859,1,0.0397,0.922,0.0,0.105,0.314,126.65,219536,4,"['pop', 'uk pop']"
I LOVE MAKONNEN Featuring Drake,Tuesday,2015,4gyGykGf5e2iGiSeVNDAyW,I LOVE MAKONNEN,2014-12-15,0.773,0.664,0,-5.603,1,0.211,0.218,0.000117,0.105,0.472,140.161,321987,4,[]
iLoveMemphis,Hit The Quan,2015,3fiDZIrP7VOB1xNVeYPIpo,Hit the Quan,2015-10-09,0.741,0.488,8,-8.253,1,0.362,0.000235,0.0,0.0488,0.625,160.018,181081,4,"['chicago bop', 'viral trap']"
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,2015,0XN945pdw7kvYRndgbDuSb,Thrift Shop (feat. Wanz),2012-08-01,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613,4,"['pop rap', 'seattle hip hop']"
Sam Hunt,House Party,2015,0V7c0hnrLUFJyHNtjiAT2E,Montevallo,2014-10-24,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966,190240,4,"['contemporary country', 'country', 'country pop', 'modern country rock']"
Chris Brown & Tyga,Ayo,2015,3okhA6w5uau6ZNhnVpwVww,Indigo (Extended),2019-10-04,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613,4,"['r&b', 'rap']"
Luke Bryan,Kick The Dust Up,2015,0WtCqmpVN7rRGfDMSWSXBA,Kill The Lights (Deluxe),2015-08-07,0.597,0.86,1,-2.315,1,0.0461,0.196,0.0,0.087,0.818,172.064,190587,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
Big Sean Featuring Drake,Blessings,2015,5Isq5L9DWNCRfvFAG6WFN7,Blessings (Extended Version),2015-02-03,0.645,0.606,10,-8.074,0,0.512,0.292,0.0,0.129,0.121,118.8,301960,4,"['g funk', 'west coast rap']"
George Ezra,Budapest,2015,6mcMKGEgukjyiR5IKElQ2E,Wanted on Voyage (Expanded Edition),2014-06-30,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,200733,4,"['folk-pop', 'neo-singer-songwriter']"
Sia,Chandelier,2015,6FdNvoO5sF4EKwCX9je1MH,1000 Forms Of Fear (Deluxe Version),2015-05-04,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5,"['australian dance', 'australian pop', 'pop']"
Kelly Clarkson,Heartbeat Song,2015,7oKtXc3FkeOZTCB88YugON,Piece By Piece (Deluxe Version),2015-02-27,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109,198733,4,"['dance pop', 'pop', 'talent show']"
Ed Sheeran,Don't,2015,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),2014-06-21,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049,219840,4,"['pop', 'singer-songwriter pop', 'uk pop']"
Ella Henderson,Ghost,2015,3ndfnISZRohKZGbKh6kv33,Chapter One,2015-01-13,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,213213,4,"['dance pop', 'pop dance', 'talent show', 'uk pop']"
Alessia Cara,Here,2015,7HnbhIDKXIBhMR4EPGuMgu,Know-It-All,2015-11-13,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120.462,199453,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Mr. Probz,Waves,2015,29RpLEpfNr1mnrnmtbO620,Waves (Robin Schulz Radio Edit),2014-02-07,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,208133,4,['pop dance']
Nicky Jam & Enrique Iglesias,El Perdon (Forgiveness),2015,0bHiWhnjri1A0PSLEQE0He,Travesuras,2014-01-27,0.787,0.791,1,-5.607,1,0.0599,0.146,0.0,0.106,0.887,93.995,195370,4,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Ne-Yo Featuring Juicy J,She Knows,2015,6DgHbvPexJ7CrDyHeJPLgO,She Knows It,2024-03-01,0.749,0.474,6,-6.335,0,0.0725,0.278,0.0,0.125,0.303,118.933,135503,4,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
One Direction,Night Changes,2015,4gCNyS7pidfK3rKWhB3JOY,FOUR (Deluxe),2014-11-17,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4,"['boy band', 'pop', 'post-teen pop', 'talent show']"
Drake,Back To Back,2015,79qV4McLzhs8U3FyRKnocz,Back To Back,2015-07-31,0.893,0.48,1,-3.728,0,0.356,0.00855,0.0,0.116,0.382,86.976,170638,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Calvin Harris & Disciples,How Deep Is Your Love,2015,3pEgGUv379EDinvg1TN7Kt,This Is What You Came For,2016-04-29,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
Justin Bieber,Love Yourself,2016,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),2015-11-13,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4,"['canadian pop', 'pop']"
Justin Bieber,Sorry,2016,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),2015-11-13,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4,"['canadian pop', 'pop']"
Drake Featuring WizKid & Kyla,One Dance,2016,6HpMdN52TfJAwVbmkrFeBN,Made In Lagos,2020-10-29,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,248040,4,"['afrobeats', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
Rihanna Featuring Drake,Work,2016,4UlGauD7ROb3YbVOFMgW5u,ANTI (Deluxe),2016-01-28,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4,[]
twenty one pilots,Stressed Out,2016,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4,"['modern rock', 'pop', 'pov: indie', 'rock']"
Desiigner,Panda,2016,1k3BLTc4VZ7beRBXL1SPN6,Panda,2016-02-26,0.685,0.731,10,-5.503,0,0.414,0.0292,0.0,0.369,0.266,145.245,247867,4,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']"
Adele,Hello,2016,3AvPX1B1HiFROvYjLb5Qwi,25,2015-11-20,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,295502,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
The Chainsmokers Featuring Daya,Don't Let Me Down,2016,2gyAGKQNP8C6pbDI6firfI,Maximum Hits 2016,2016-11-05,0.654,0.769,8,-6.708,0,0.0445,0.0696,0.00244,0.0896,0.578,160.082,200601,4,['pop']
Justin Timberlake,Can't Stop The Feeling!,2016,65ayND23IInUPHJKsaAqe7,TROLLS (Original Motion Picture Soundtrack),2016-09-23,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547,4,"['dance pop', 'pop']"
The Chainsmokers Featuring Halsey,Closer,2016,0rSLgV8p5FzfnqlEk4GzxE,Closer,2016-07-29,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4,['pop']
Sia Featuring Sean Paul,Cheap Thrills,2016,5knG86YrbFYpqyWAxfCvLE,Karaoke Spécial 2016,2016-11-17,0.684,0.594,6,-7.342,0,0.125,0.00102,0.927,0.0861,0.578,179.98,212885,4,"['dance pop', 'dancehall', 'pop', 'pop rap']"
Lukas Graham,7 Years,2016,4rFrdkSWs0dtj0rWPzOk1v,Lukas Graham,2016-04-01,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,4,"['danish pop', 'scandipop']"
Rihanna,Needed Me,2016,4UlGauD7ROb3YbVOFMgW5u,ANTI (Deluxe),2016-01-28,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4,"['barbadian pop', 'pop', 'urban contemporary']"
Flo Rida,My House,2016,5lkNnHVlnCCCV304t89wOH,My House,2015-04-07,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Mike Posner,I Took A Pill In Ibiza,2016,6Phl1V5P0sPrWJytXHGFeO,"At Night, Alone.",2016-05-06,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4,"['dance pop', 'pop', 'pop dance', 'pop rap']"
Fifth Harmony Featuring Ty Dolla $ign,Work From Home,2016,0pF0oyuPNdOObniB1Ng0kW,7/27 (Deluxe),2016-05-27,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,214480,4,"['girl group', 'pop', 'talent show']"
Calvin Harris Featuring Rihanna,This Is What You Came For,2016,5knG86YrbFYpqyWAxfCvLE,Karaoke Spécial 2016,2016-11-17,0.718,0.933,0,-6.566,1,0.0396,0.00423,0.838,0.151,0.156,124.026,227664,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
DNCE,Cake By The Ocean,2016,3Wv4X8OA65pGpFzBkuUgAh,DNCE,2016-11-18,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,219147,4,"['dance pop', 'pop']"
G-Eazy x Bebe Rexha,"Me, Myself & I",2016,29J3JinUAPdPL0XWUYv8Cp,"Me, Myself & I (Originally Performed by G-Eazy x Bebe Rexha) [Karaoke Versions]",2016-02-10,0.819,0.543,0,-8.277,0,0.0606,0.0667,2.31e-05,0.0878,0.245,112.107,252395,4,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
twenty one pilots,Ride,2016,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4,"['modern rock', 'pop', 'pov: indie', 'rock']"
twenty one pilots,Heathens,2016,3J8W9AOjQhnBLCX33m3atT,Heathens,2016-06-16,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4,"['modern rock', 'pop', 'pov: indie', 'rock']"
Zayn,Pillowtalk,2016,5amj9zNeZ3B2EdpBgXrOZ0,Mind Of Mine (Deluxe Edition),2016-03-25,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,202747,4,"['pop', 'uk pop']"
Shawn Mendes,Stitches,2016,6sUOosXuYt0oUeczJRbedZ,Handwritten,2015-04-14,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,206880,4,"['canadian pop', 'pop', 'viral pop']"
Drake,Hotline Bling,2016,40GMAhriYJRO1rsY4YdrZb,Views,2016-05-06,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Major Lazer Featuring Justin Bieber & MO,Cold Water,2016,2gyAGKQNP8C6pbDI6firfI,Maximum Hits 2016,2016-11-05,0.681,0.338,2,-7.125,1,0.0302,0.758,0.0,0.314,0.649,93.023,181514,4,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']"
Adele,Send My Love (To Your New Lover),2016,3AvPX1B1HiFROvYjLb5Qwi,25,2015-11-20,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,223079,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
The Chainsmokers Featuring Rozes,Roses,2016,2GFflENKz28RcMoSuulPZC,Roses,2015-06-16,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4,"['alt z', 'electropop', 'indie poptimism']"
Shawn Mendes,Treat You Better,2016,1ne2D0NxoGyZd31gAM4HNd,Illuminate,2017-04-20,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,4,"['canadian pop', 'pop', 'viral pop']"
Drake Featuring Rihanna,Too Good,2016,3TJz2UBNYJtlEly0sPeNrQ,The Thrill Of It All (Special Edition),2017-11-03,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4,[]
Future Featuring The Weeknd,Low Life,2016,3jJKDKdlwRS584zUlHV2Ly,EVOL,2016-04-13,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,313547,4,"['alternative dance', 'art pop', 'baltimore indie', 'chamber pop', 'indie rock', 'indietronica', 'neo-synthpop', 'shimmer pop']"
Justin Bieber,What Do You Mean?,2016,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),2015-11-13,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4,"['canadian pop', 'pop']"
The Weeknd,The Hills,2016,7itCnIV6547QPjB5pnRY6y,Beauty Behind The Madness,2015-08-28,0.57,0.564,0,-7.108,0,0.0627,0.0743,2.5e-06,0.135,0.143,112.892,242240,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
P!nk,Just Like Fire,2016,09K53TLaJZ156prccNvwuS,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,215414,4,"['dance pop', 'pop']"
D.R.A.M. Featuring Lil Yachty,Broccoli,2016,4peDphjWdwzhrTEnQbfZ4G,A Cold Sunday,2024-02-02,0.58,0.851,9,-3.17,0,0.238,0.318,0.0,0.101,0.861,76.704,107314,4,[]
Bryson Tiller,Don't,2016,6eZdwrhB97A3EYx9QppGfl,T R A P S O U L,2015-10-02,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293,4,"['kentucky hip hop', 'r&b', 'rap']"
Ariana Grande,Dangerous Woman,2016,3pdKKSqqLVIKmRTGw0x2N7,Dangerous Woman,2016-05-20,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,235947,3,['pop']
Drake & Future,Jumpman,2016,1ATL5GLyefJaxhQzSPVrLX,Scorpion,2018-06-29,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
gnash Featuring Olivia O'Brien,I Hate U I Love U,2016,4RCqHa8Lh1e0E0425yEy19,"I Hate U, I Love U (Special Instrumental Versions)[Tribute To Gnash featuring Olivia O'Brien]",2017-07-09,0.628,0.0256,6,-16.135,0,0.339,0.484,0.936,0.0968,0.313,138.021,222545,3,"['alt z', 'pop']"
Alessia Cara,Here,2016,7HnbhIDKXIBhMR4EPGuMgu,Know-It-All,2015-11-13,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120.462,199453,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Selena Gomez,Same Old Love,2016,7lDBDk8OQarV5dBMu3qrdz,Revival (Deluxe),2015-10-09,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,229080,4,"['pop', 'post-teen pop']"
Drake,Controlla,2016,40GMAhriYJRO1rsY4YdrZb,Views,2016-05-06,0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92.287,245227,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,2016,5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe),2015-01-09,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,225053,3,"['hip pop', 'pop']"
Charlie Puth,One Call Away,2016,3kndSWeE2IYOrZEToZrHEV,Nine Track Mind,2016-01-29,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4,"['pop', 'viral pop']"
James Bay,Let It Go,2016,5BxvswQSGWrBbVCdx6mFGO,Chaos And The Calm,2014-12-15,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533,4,"['neo mellow', 'pop', 'uk pop']"
Meghan Trainor,No,2016,08eweM0IZoZPCCxODbrMoL,Thank You (Deluxe Version),2017-05-12,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,4,"['hip pop', 'pop']"
Zara Larsson & MNEK,Never Forget You,2016,0qqZ6HD72So93exL9rH7zi,VENUS,2024-02-09,0.582,0.893,6,-4.311,0,0.101,0.0113,0.000441,0.047,0.524,182.029,187120,4,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']"
DJ Snake Featuring Justin Bieber,Let Me Love You,2016,02sEJTj1sye1JaqxqpcSCp,Encore,2016-08-05,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,4,"['edm', 'electronic trap', 'pop', 'pop dance']"
Kent Jones,Don't Mind,2016,0l28Q1FFEA0mtpEdEQw1r3,Don't Mind,2016-04-25,0.464,0.771,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.777,198237,4,"['miami hip hop', 'viral trap']"
Florida Georgia Line,H.O.L.Y.,2016,09KOjaflTBRE28GVvXqkYC,Dig Your Roots,2016-08-26,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,194187,4,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,2016,3kndSWeE2IYOrZEToZrHEV,Nine Track Mind,2016-01-29,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,[]
Ariana Grande,Into You,2016,3pdKKSqqLVIKmRTGw0x2N7,Dangerous Woman,2016-05-20,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4,['pop']
Kiiara,Gold,2016,0AUG7Sa8IIiCHTW6GONdf2,lil kiiwi,2020-10-09,0.6,0.412,5,-9.343,0,0.344,0.615,0.0026,0.134,0.408,113.05,225882,5,"['alt z', 'electropop']"
Bryson Tiller,Exchange,2016,6eZdwrhB97A3EYx9QppGfl,T R A P S O U L,2015-10-02,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,194613,4,"['kentucky hip hop', 'r&b', 'rap']"
Fetty Wap Featuring Remy Boyz,679,2016,2gKQvajkEEaDtkqJ8FJ4uw,Fetty Wap (Deluxe),2015-09-25,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,213053,4,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Jeremih,Oui,2016,7DMyQuDPe8xzjC0UDSDa96,Late Nights: The Album,2015-12-04,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,238320,5,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Selena Gomez,Hands To Myself,2016,7lDBDk8OQarV5dBMu3qrdz,Revival (Deluxe),2015-10-09,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,4,"['pop', 'post-teen pop']"
Kevin Gates,2 Phones,2016,5Hs43ta4vAYKRRRR7DKjt9,Islah (Deluxe),2016-01-29,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918,240000,4,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
The Weeknd Featuring Daft Punk,Starboy,2016,2ODvWsOgouMbaA5xf0RkJe,Starboy,2016-11-25,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4,[]
DJ Khaled Featuring Drake,For Free,2016,5qHyKDjwycRj1fJyPLt2HQ,Major Key,2016-08-05,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,4,[]
Flume Featuring Kai,Never Be Like You,2016,4NZWRpoMuXaHU7csTjWdB5,Skin,2016-05-27,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115.058,234910,4,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']"
The Weeknd,In The Night,2016,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,2015-08-28,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168.022,235653,3,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Meghan Trainor,Me Too,2016,08eweM0IZoZPCCxODbrMoL,Thank You (Deluxe Version),2017-05-12,0.934,0.694,11,-5.849,0,0.101,0.0971,1.2e-06,0.477,0.833,123.831,181240,4,"['hip pop', 'pop']"
Elle King,Ex's & Oh's,2016,0B4eikFaUJcf3hc6DaSVov,Love Stuff,2015-02-13,0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988,202173,4,['modern blues rock']
Thomas Rhett,Die A Happy Man,2016,4ykbJPI8MPscFzROE8dqLy,Tangled Up,2015-01-01,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
Post Malone,White Iverson,2016,5s0rmjP8XOPhP6HhqOhuyC,Stoney (Deluxe),2016-12-09,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,4,"['dfw rap', 'melodic rap', 'pop', 'rap']"
Nick Jonas Featuring Tove Lo,Close,2016,4Yww2EYetseL1eL2YuvLna,Last Year Was Complicated,2016-06-10,0.654,0.623,6,-5.273,0,0.082,0.253,0.0,0.144,0.401,123.996,234213,4,"['dance pop', 'pop']"
X Ambassadors,Unsteady,2016,7A8fZ2jjiu5heq7wNCutKN,VHS,2015-06-30,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4,"['modern alternative rock', 'modern rock', 'stomp pop']"
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,2016,5JlJcBcPBB4Df1y4Tau48T,"Sleazy REMIX 2.0 Get Sleazier (feat. Lil' Wayne, Wiz Khalifa, T.I. & André 3000)",2010-10-29,0.698,0.791,6,-5.655,0,0.233,0.0172,1.19e-05,0.0805,0.912,170.034,293053,4,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Yo Gotti Featuring Nicki Minaj,Down In The DM,2016,0s9cSoniuN0HfXpwlCpGUF,The Art of Hustle (Deluxe),2016-02-19,0.791,0.634,1,-7.684,0,0.0639,0.00243,5.43e-05,0.0812,0.323,152.961,259072,4,[]
Tory Lanez,Luv,2016,5tBOCi2TekXZ1IbrmlBZO4,I Told You,2016-08-19,0.539,0.528,11,-8.113,0,0.252,0.0108,0.0,0.117,0.252,190.169,228640,4,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']"
Beyonce,Sorry,2016,7dK54iZuOxXFarGhXwEXfF,Lemonade,2016-04-23,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,232560,4,"['pop', 'r&b']"
The Weeknd,Can't Feel My Face,2016,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,2015-08-28,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,213520,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Coldplay,Hymn For The Weekend,2016,3cfAM8b8KqJRoIzt3zLKqw,A Head Full of Dreams,2015-12-04,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4,"['permanent wave', 'pop']"
Tory Lanez,Say It,2016,5tBOCi2TekXZ1IbrmlBZO4,I Told You,2016-08-19,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,237787,4,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']"
Travis Scott,Antidote,2016,4PWBTB6NYSKQwfo79I3prg,Rodeo,2015-09-04,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4,"['hip hop', 'rap', 'slap house']"
Ruth B,Lost Boy,2016,6FgtuX3PtiB5civjHYhc52,Safe Haven,2017-05-05,0.586,0.128,7,-9.297,1,0.0496,0.963,0.0,0.0858,0.371,123.498,276067,4,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
Ariana Grande Featuring Nicki Minaj,Side To Side,2016,2gyAGKQNP8C6pbDI6firfI,Maximum Hits 2016,2016-11-05,0.69,0.774,6,-5.793,0,0.0407,0.141,0.00022,0.215,0.767,158.978,224773,4,['movie tunes']
Daya,"Sit Still, Look Pretty",2016,3NoYyHEGIa8as1c0cisZAt,"Sit Still, Look Pretty",2016-10-07,0.846,0.734,2,-3.601,1,0.108,0.286,8.27e-05,0.425,0.717,90.98,207761,4,"['alt z', 'pop']"
Taylor Swift,Wildest Dreams,2016,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,0.581,0.672,8,-7.415,1,0.0739,0.0411,9.35e-05,0.118,0.514,140.061,220433,4,['pop']
DJ Snake Featuring Bipolar Sunshine,Middle,2016,02sEJTj1sye1JaqxqpcSCp,Encore,2016-08-05,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,220573,4,"['edm', 'electronic trap', 'pop', 'pop dance']"
Ellie Goulding,On My Mind,2016,20Ol6zZ0nLlc5EGTH1zA0j,Delirium (Deluxe),2015-11-06,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445,4,"['indietronica', 'metropopolis', 'pop', 'uk pop']"
Drake Featuring The Throne,Pop Style,2016,5CAfJkZS88sq08EZC62k5W,On My Side,2017-04-21,0.514,0.803,6,-6.415,0,0.0495,0.0382,0.0,0.0899,0.262,128.001,284947,4,[]
Adele,When We Were Young,2016,3AvPX1B1HiFROvYjLb5Qwi,25,2015-11-20,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,290900,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
Daya,Hide Away,2016,3NoYyHEGIa8as1c0cisZAt,"Sit Still, Look Pretty",2016-10-07,0.884,0.826,11,-3.672,0,0.0853,0.222,2.29e-06,0.0651,0.465,94.997,191368,4,"['alt z', 'pop']"
Major Lazer X DJ Snake Featuring MO,Lean On,2016,2rqjmynngV4AmGoL1ZEuwM,Peace Is The Mission,2015-06-01,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']"
